post_id,platform,post_type,day_of_week,hour_of_day,is_weekend,hashtag_count,caption_length,follower_count,likes,comments,shares,engagement_rate
P01529,facebook,image,Thu,11,0,6,255,80009,2393,394,273,4.11
P01530,instagram,image,Fri,16,0,16,120,148703,3716,348,426,3.069
P01531,instagram,image,Tue,9,0,12,6,84581,2834,377,262,4.281
P01532,facebook,video,Thu,22,0,0,335,22207,807,61,68,4.503
P01533,instagram,carousel,Fri,8,0,16,292,159686,4645,315,787,3.777
P01534,linkedin,image,Mon,20,0,7,53,183830,6689,471,665,4.972
P01535,linkedin,video,Thu,14,0,9,154,196910,5483,511,960,3.94
P01536,instagram,carousel,Sat,15,1,9,108,20462,1011,64,148,5.985
P01537,facebook,carousel,Tue,8,0,16,391,113231,2385,183,155,2.562
P01538,instagram,carousel,Thu,19,0,5,377,124872,3411,499,650,3.771
P01539,instagram,video,Fri,17,0,7,278,16273,686,78,111,5.294
P01540,linkedin,carousel,Mon,19,0,0,179,190353,7883,1440,1260,5.108
P01541,facebook,image,Fri,19,0,6,25,21029,772,129,129,4.684
P01542,linkedin,video,Tue,3,0,1,102,54111,1476,128,214,3.649
P01543,instagram,image,Wed,21,0,11,41,193715,8000,881,1436,4.963
P01544,instagram,video,Fri,20,0,17,316,111441,4013,469,342,4.522
P01545,facebook,video,Mon,5,0,9,39,136007,3022,322,214,2.75
P01546,facebook,image,Mon,23,0,18,272,98994,1230,153,186,1.557
P01547,twitter,carousel,Thu,12,0,19,381,150617,1628,236,160,1.337
P01548,instagram,image,Sun,7,1,1,126,16753,451,71,69,3.731
P01549,linkedin,image,Mon,5,0,10,275,135314,2451,251,261,2.16
P01550,linkedin,image,Sat,8,1,10,352,13794,281,46,32,2.74
P01551,facebook,video,Mon,0,0,7,173,36333,893,85,151,2.977
P01552,instagram,image,Thu,16,0,16,182,101495,3613,579,278,4.269
P01553,facebook,video,Thu,16,0,7,84,89948,2641,485,228,3.68
P01554,instagram,image,Thu,16,0,1,173,30932,679,68,100,2.778
P01555,linkedin,carousel,Mon,13,0,10,350,159717,3882,696,695,3.393
P01556,facebook,text,Sat,8,1,4,267,60722,1053,181,183,2.265
P01557,twitter,video,Tue,17,0,7,84,173339,6407,802,592,4.668
P01558,facebook,video,Sat,20,1,10,212,3491,155,13,30,6.234
P01559,facebook,text,Fri,2,0,14,284,47848,102,18,16,0.298
P01560,linkedin,text,Thu,9,0,5,35,59722,1089,116,170,2.148
P01561,facebook,video,Wed,23,0,7,306,119394,2672,252,203,2.985
P01562,twitter,text,Fri,20,0,1,84,80505,1079,162,123,1.781
P01563,instagram,text,Sun,23,1,7,121,31841,831,106,115,3.539
P01564,twitter,carousel,Sun,4,1,11,169,114427,2520,186,341,2.764
P01565,linkedin,video,Sun,11,1,12,204,191676,7150,1376,556,4.839
P01566,linkedin,image,Tue,3,0,5,366,27166,151,14,19,0.677
P01567,facebook,image,Fri,20,0,1,93,50814,1664,217,250,4.215
P01568,linkedin,video,Wed,12,0,11,106,95958,3745,622,459,5.557
P01569,instagram,video,Sun,5,1,13,154,145463,5180,412,671,4.61
P01570,linkedin,video,Sun,2,1,1,343,27753,451,79,51,2.297
P01571,instagram,video,Sun,17,1,10,386,46607,1522,212,253,3.964
P01572,instagram,video,Tue,19,0,1,184,47420,1361,189,209,4.003
P01573,facebook,carousel,Wed,21,0,9,278,123402,4332,608,622,4.792
P01574,instagram,image,Fri,23,0,12,367,16941,259,49,49,1.991
P01575,instagram,image,Sat,19,1,14,339,132023,4302,832,687,4.468
P01576,linkedin,carousel,Wed,18,0,14,274,85380,2346,184,234,3.518
P01577,instagram,carousel,Mon,19,0,15,218,66021,2245,254,333,4.421
P01578,linkedin,text,Mon,23,0,4,393,172499,1659,200,288,1.141
P01579,instagram,text,Fri,11,0,16,99,163857,3398,677,249,2.908
P01580,linkedin,text,Thu,18,0,6,148,160687,3890,651,557,3.078
P01581,linkedin,image,Thu,19,0,7,286,177131,4223,463,343,2.95
P01582,facebook,video,Sat,2,1,15,13,47164,1075,207,197,3.17
P01583,linkedin,image,Mon,16,0,6,202,171086,4090,452,586,3.005
P01584,twitter,video,Sat,8,1,1,342,35610,1144,106,198,3.871
P01585,linkedin,text,Tue,3,0,14,74,66494,1246,169,178,2.291
P01586,instagram,image,Sun,4,1,13,322,111325,2533,258,156,2.708
P01587,facebook,video,Sun,2,1,11,167,148995,4662,648,583,3.872
P01588,linkedin,image,Thu,21,0,2,344,115745,3400,407,629,3.87
P01589,instagram,image,Wed,18,0,12,255,112118,3197,494,279,3.402
P01590,linkedin,image,Tue,2,0,3,67,75604,1032,205,82,1.86
P01591,instagram,image,Tue,15,0,11,295,118729,2553,250,395,2.73
P01592,linkedin,text,Sun,15,1,10,27,95283,3218,399,396,4.145
P01593,instagram,video,Tue,12,0,15,101,95746,4145,611,273,5.21
P01594,instagram,carousel,Thu,14,0,19,355,117351,1756,138,164,1.786
P01595,twitter,carousel,Thu,21,0,3,351,120252,3024,550,351,3.528
P01596,linkedin,image,Fri,12,0,2,23,66327,1843,247,266,3.435
P01597,linkedin,image,Sat,15,1,11,154,27563,874,78,116,4.34
P01598,twitter,carousel,Thu,13,0,19,42,60262,1841,308,222,3.739
P01599,facebook,image,Sat,9,1,3,112,82065,2597,299,421,3.93
P01600,instagram,text,Thu,21,0,9,387,32604,479,45,51,2.022
P01601,instagram,image,Thu,9,0,8,82,35945,1334,112,190,4.499
P01602,facebook,carousel,Tue,19,0,6,258,190222,6297,1052,710,4.303
P01603,instagram,carousel,Tue,14,0,13,322,56381,1428,262,168,3.239
P01604,twitter,image,Thu,16,0,5,352,147926,1998,207,249,1.597
P01605,instagram,image,Mon,18,0,9,144,25998,861,62,129,4.145
P01606,instagram,text,Wed,17,0,16,280,194474,2074,158,380,1.353
P01607,instagram,image,Thu,13,0,7,195,42892,1213,199,133,4.025
P01608,instagram,video,Thu,14,0,0,47,79074,2679,320,222,4.642
P01609,instagram,video,Sat,12,1,17,93,156494,5478,721,723,4.972
P01610,facebook,image,Sun,8,1,5,300,40686,952,106,133,3.119
P01611,instagram,carousel,Sat,17,1,15,276,110192,3235,416,313,3.906
P01612,facebook,carousel,Mon,21,0,15,210,157207,3928,576,701,3.205
P01613,linkedin,video,Wed,16,0,10,313,5216,168,22,27,4.005
P01614,facebook,carousel,Sat,18,1,1,278,5561,182,17,25,4.51
P01615,facebook,image,Fri,19,0,19,139,157810,3252,408,391,2.608
P01616,instagram,image,Thu,8,0,13,121,52917,1804,207,116,4.071
P01617,instagram,video,Thu,1,0,8,378,181938,3760,540,536,2.84
P01618,instagram,text,Wed,8,0,17,388,185515,803,61,110,0.542
P01619,twitter,image,Fri,18,0,15,17,176145,4049,374,797,3.252
P01620,facebook,image,Tue,19,0,15,317,199357,4790,633,615,3.082
P01621,instagram,video,Thu,12,0,3,57,164691,6331,605,513,4.738
P01622,facebook,carousel,Tue,18,0,12,345,77004,1904,305,184,3.507
P01623,linkedin,image,Fri,1,0,5,237,198447,3998,465,352,2.686
P01624,facebook,video,Sun,15,1,1,276,69500,2206,191,382,3.816
P01625,facebook,carousel,Thu,16,0,6,282,117487,1984,313,350,2.302
P01626,linkedin,video,Wed,12,0,2,243,1639,49,5,8,3.734
P01627,facebook,image,Sun,17,1,2,104,192536,6562,545,1111,4.304
P01628,facebook,image,Fri,11,0,14,323,118574,1177,213,97,1.37
P01629,instagram,video,Wed,12,0,10,223,189794,8741,1004,1295,5.677
P01630,instagram,video,Mon,14,0,7,220,70889,2391,434,369,4.325
P01631,twitter,text,Mon,19,0,3,130,62991,1491,144,151,3.302
P01632,facebook,video,Tue,5,0,15,8,104720,2292,374,269,2.598
P01633,facebook,carousel,Tue,7,0,12,223,172755,4831,822,726,3.614
P01634,facebook,text,Sat,10,1,11,141,110004,2545,189,438,2.85
P01635,instagram,video,Thu,4,0,3,265,158598,3718,523,310,3.199
P01636,linkedin,video,Sun,8,1,2,148,43282,1269,203,245,4.07
P01637,instagram,text,Thu,8,0,2,389,155271,1854,228,325,1.472
P01638,linkedin,image,Sun,7,1,0,273,146625,4294,477,763,3.656
P01639,facebook,carousel,Thu,9,0,19,185,179308,4175,813,284,3.142
P01640,instagram,carousel,Wed,12,0,7,284,11998,425,63,38,4.361
P01641,instagram,image,Sat,16,1,13,261,77145,2172,410,334,3.63
P01642,linkedin,video,Thu,7,0,19,250,18195,531,95,58,3.876
P01643,instagram,image,Tue,20,0,18,233,80310,1567,252,107,2.385
P01644,instagram,image,Thu,11,0,6,373,151900,2696,417,430,2.24
P01645,linkedin,video,Fri,17,0,9,130,128190,4330,639,295,4.352
P01646,instagram,image,Wed,2,0,9,175,150722,3257,554,378,2.648
P01647,instagram,carousel,Fri,4,0,0,104,147692,3063,436,567,2.653
P01648,instagram,text,Sun,10,1,15,229,198453,3440,235,385,2.062
P01649,linkedin,carousel,Wed,8,0,11,395,176007,4241,558,728,2.929
P01650,instagram,image,Wed,11,0,7,245,117456,2924,234,353,3.303
P01651,instagram,image,Wed,3,0,11,86,175231,4983,938,548,3.694
P01652,instagram,image,Sat,11,1,14,368,10058,254,34,18,2.989
P01653,instagram,image,Tue,16,0,0,317,144407,3089,391,318,2.564
P01654,instagram,text,Sun,17,1,12,178,104645,1882,180,216,2.468
P01655,instagram,video,Wed,5,0,17,62,191400,3876,531,704,2.732
P01656,instagram,image,Sat,8,1,14,164,100999,2433,272,458,3.192
P01657,facebook,carousel,Sat,12,1,12,322,36136,1063,150,67,3.536
P01658,linkedin,video,Sat,12,1,1,232,144959,6173,812,440,5.075
P01659,instagram,image,Sun,19,1,14,78,190092,6551,798,913,4.201
P01660,instagram,image,Tue,9,0,15,67,3727,88,9,12,3.174
P01661,twitter,video,Fri,16,0,9,387,13306,285,35,27,2.573
P01662,linkedin,carousel,Mon,21,0,11,181,132426,4535,619,489,4.858
P01663,facebook,image,Wed,7,0,12,275,111346,3007,532,285,3.538
P01664,instagram,text,Mon,19,0,2,147,109946,2658,490,360,3.195
P01665,facebook,text,Fri,7,0,5,40,18494,295,48,20,2.041
P01666,instagram,carousel,Fri,8,0,15,167,114634,3260,341,515,3.626
P01667,instagram,image,Sat,15,1,19,278,113816,2416,177,263,2.893
P01668,instagram,image,Tue,14,0,5,136,169931,5445,1062,691,4.385
P01669,facebook,text,Wed,13,0,8,243,78326,1803,328,226,2.805
P01670,instagram,image,Fri,5,0,18,178,69906,893,79,89,1.795
P01671,facebook,video,Sat,2,1,3,138,16781,461,71,82,3.551
P01672,instagram,carousel,Sun,21,1,5,105,113596,5218,662,846,6.303
P01673,instagram,image,Mon,20,0,1,107,129799,5702,494,1045,5.874
P01674,linkedin,carousel,Wed,21,0,4,106,56504,2699,545,355,6.442
P01675,linkedin,text,Mon,12,0,12,288,146374,2684,477,310,2.274
P01676,instagram,carousel,Sat,21,1,6,138,187641,8059,1555,773,5.589
P01677,facebook,video,Mon,11,0,19,297,35249,618,53,87,2.352
P01678,instagram,text,Sat,1,1,17,127,114752,1892,228,251,1.999
P01679,instagram,video,Tue,4,0,17,134,139040,3386,663,437,3.416
P01680,linkedin,carousel,Mon,6,0,14,370,4183,56,8,4,1.636
P01681,instagram,carousel,Sun,9,1,14,351,36219,1191,151,125,4.459
P01682,facebook,carousel,Thu,22,0,10,163,79429,3598,437,221,5.407
P01683,facebook,image,Wed,7,0,19,111,27910,514,40,60,2.629
P01684,instagram,image,Fri,14,0,1,287,71425,1774,252,245,3.169
P01685,instagram,image,Tue,6,0,14,32,29898,551,94,101,2.324
P01686,instagram,video,Fri,15,0,2,185,179375,5449,348,470,3.862
P01687,twitter,video,Thu,13,0,6,241,120016,4893,393,331,4.958
P01688,facebook,video,Tue,3,0,5,271,66169,1682,239,187,3.547
P01689,instagram,video,Wed,11,0,12,47,155868,6024,838,519,5.07
P01690,instagram,carousel,Mon,2,0,15,6,4174,117,12,17,3.368
P01691,facebook,text,Wed,21,0,1,114,119580,2830,179,172,2.84
P01692,instagram,image,Fri,16,0,12,52,136846,4369,701,835,4.121
P01693,facebook,carousel,Mon,22,0,4,205,161965,5747,545,994,4.528
P01694,linkedin,carousel,Mon,21,0,1,368,44843,933,131,113,2.553
P01695,facebook,video,Fri,5,0,8,118,118499,4250,551,739,4.39
P01696,instagram,image,Wed,16,0,11,184,153651,5520,617,747,4.311
P01697,instagram,carousel,Mon,2,0,4,89,159565,4461,588,806,3.382
P01698,instagram,text,Sat,23,1,7,22,35542,937,147,96,3.46
P01699,facebook,carousel,Sat,18,1,19,282,195316,4714,634,885,3.026
P01700,linkedin,text,Mon,16,0,6,106,55156,1893,259,167,4.443
P01701,instagram,text,Tue,23,0,19,221,78496,663,87,79,1.178
P01702,facebook,video,Wed,20,0,16,274,38815,1303,147,227,4.079
P01703,facebook,video,Sat,20,1,7,336,30413,1211,152,133,5.039
P01704,instagram,video,Mon,2,0,11,78,51464,1489,200,149,4.083
P01705,instagram,text,Sat,0,1,14,234,27511,417,49,29,1.892
P01706,instagram,image,Wed,23,0,9,364,146687,2283,218,200,2.096
P01707,facebook,video,Mon,6,0,8,195,119696,2906,501,350,3.418
P01708,facebook,text,Sun,10,1,6,21,78310,2031,162,236,3.278
P01709,linkedin,image,Mon,1,0,2,108,109647,1545,269,199,1.74
P01710,linkedin,carousel,Mon,14,0,0,318,121038,3589,519,606,3.813
P01711,linkedin,video,Sun,19,1,6,317,37254,1346,105,99,5.155
P01712,twitter,text,Thu,20,0,15,129,59743,1481,218,253,3.152
P01713,linkedin,text,Thu,13,0,4,82,176479,3846,473,591,3.109
P01714,linkedin,image,Fri,15,0,3,120,2913,99,17,15,4.071
P01715,linkedin,carousel,Fri,12,0,6,100,191371,6199,1203,1053,4.377
P01716,linkedin,image,Fri,10,0,11,297,192875,4298,696,726,2.683
P01717,linkedin,video,Mon,13,0,4,337,51016,1326,202,112,3.705
P01718,twitter,carousel,Thu,22,0,4,23,64481,2320,461,348,5.036
P01719,facebook,carousel,Tue,6,0,2,297,41773,926,139,170,2.888
P01720,facebook,image,Sat,11,1,6,302,112351,3633,614,544,3.973
P01721,facebook,image,Thu,14,0,4,247,43177,1392,109,99,3.832
P01722,linkedin,carousel,Mon,13,0,16,349,158241,2804,506,401,2.277
P01723,facebook,video,Sun,0,1,18,20,77790,1064,164,184,1.815
P01724,linkedin,video,Tue,6,0,7,281,193503,3410,388,374,2.494
P01725,linkedin,image,Tue,15,0,1,55,170718,3926,747,565,2.92
P01726,twitter,image,Sun,16,1,1,359,80562,1370,215,243,2.247
P01727,instagram,text,Sat,17,1,6,202,119394,3976,670,487,3.982
P01728,linkedin,image,Sun,23,1,9,40,5364,138,9,12,3.341
P01729,linkedin,video,Fri,16,0,10,299,13976,587,76,76,5.152
P01730,twitter,text,Sun,13,1,6,300,101452,1450,213,191,1.728
P01731,twitter,image,Mon,7,0,7,188,94859,3036,218,384,4.478
P01732,facebook,carousel,Fri,8,0,5,127,79960,2283,376,351,3.726
P01733,facebook,image,Wed,19,0,10,11,18521,642,89,72,4.157
P01734,instagram,text,Wed,11,0,13,363,168053,2252,228,406,1.755
P01735,twitter,carousel,Tue,17,0,0,77,81539,2544,385,419,3.976
P01736,instagram,text,Tue,2,0,9,337,94267,743,56,117,0.948
P01737,linkedin,image,Thu,3,0,12,237,81002,1046,188,146,1.757
P01738,linkedin,video,Sun,5,1,13,275,99721,3049,499,254,3.665
P01739,facebook,carousel,Fri,4,0,11,279,129846,2666,346,430,2.703
P01740,instagram,image,Wed,14,0,10,343,152914,4883,623,352,4.047
P01741,instagram,image,Thu,15,0,13,18,110116,2977,358,404,3.609
P01742,linkedin,image,Thu,13,0,7,396,33611,1011,110,72,3.86
P01743,facebook,text,Tue,6,0,11,22,175013,891,173,129,0.719
P01744,instagram,carousel,Thu,13,0,6,399,57283,1556,176,260,3.826
P01745,linkedin,video,Fri,2,0,8,108,3746,139,16,17,4.87
P01746,instagram,carousel,Tue,11,0,2,339,8288,190,20,23,3.058
P01747,linkedin,video,Fri,3,0,7,37,154912,4650,679,365,3.788
P01748,instagram,video,Fri,1,0,2,187,77698,2196,409,250,4.005
P01749,instagram,video,Thu,3,0,4,219,5020,137,13,18,3.775
P01750,instagram,video,Wed,2,0,8,381,162382,3542,365,660,2.982
P01751,facebook,image,Thu,11,0,10,53,61205,1673,132,305,3.568
P01752,facebook,text,Sat,13,1,18,19,195601,2631,236,519,1.825
P01753,linkedin,carousel,Tue,14,0,0,261,175992,2821,355,235,2.224
P01754,facebook,image,Fri,10,0,17,24,10109,279,45,28,3.49
P01755,instagram,video,Fri,4,0,6,312,138237,3161,406,375,2.818
P01756,instagram,image,Wed,0,0,14,20,120841,2296,158,327,2.367
P01757,instagram,text,Wed,17,0,13,388,34813,354,54,57,1.372
P01758,twitter,text,Sun,23,1,19,215,68941,400,63,62,0.701
P01759,instagram,text,Wed,6,0,2,379,98411,39,4,5,0.05
P01760,twitter,image,Fri,4,0,19,55,29649,72,7,10,0.306
P01761,instagram,image,Tue,7,0,1,112,144519,3491,603,697,3.3
P01762,instagram,image,Sun,5,1,17,184,55820,1123,80,113,2.732
P01763,instagram,image,Fri,5,0,13,16,187499,5369,916,908,3.713
P01764,instagram,image,Sat,11,1,9,45,160436,5388,955,887,4.565
P01765,linkedin,image,Fri,18,0,7,135,127047,4682,809,373,4.588
P01766,facebook,text,Wed,17,0,1,296,24393,417,33,80,2.29
P01767,instagram,image,Wed,23,0,16,284,5422,94,8,18,2.407
P01768,facebook,image,Fri,8,0,14,39,29610,696,132,123,3.253
P01769,facebook,carousel,Sun,11,1,18,28,100190,1805,245,157,2.505
P01770,twitter,video,Mon,9,0,14,264,156360,3905,455,326,3.26
P01771,twitter,carousel,Sat,1,1,19,147,31015,645,99,109,2.967
P01772,facebook,video,Sat,9,1,17,317,141620,4027,288,313,3.639
P01773,linkedin,text,Mon,6,0,8,122,10032,189,29,16,2.532
P01774,linkedin,video,Mon,11,0,14,148,53488,1286,237,148,3.071
P01775,facebook,video,Fri,3,0,5,91,119902,3427,479,206,3.401
P01776,linkedin,carousel,Sat,17,1,15,110,165760,4641,539,683,3.372
P01777,instagram,video,Wed,20,0,12,283,155495,7035,1307,930,5.753
P01778,linkedin,image,Fri,23,0,8,191,106763,2491,388,189,3.059
P01779,twitter,video,Sun,2,1,12,265,7694,219,15,28,3.541
P01780,instagram,image,Wed,2,0,5,36,59031,1735,242,115,3.506
P01781,linkedin,carousel,Tue,23,0,12,216,156826,4379,317,323,3.61
P01782,twitter,image,Sun,20,1,9,186,16701,531,60,73,4.448
P01783,instagram,image,Tue,14,0,6,364,141424,2586,354,317,2.243
P01784,facebook,image,Thu,7,0,19,172,140932,1140,116,136,1.152
P01785,twitter,carousel,Thu,12,0,1,45,150521,4602,304,634,3.753
P01786,twitter,image,Thu,12,0,15,280,43837,1161,182,145,3.716
P01787,instagram,carousel,Tue,20,0,4,64,49323,1931,212,293,5.467
P01788,instagram,text,Fri,12,0,4,364,40101,777,98,81,2.372
P01789,facebook,image,Fri,0,0,3,156,79022,1881,178,285,2.963
P01790,instagram,carousel,Tue,16,0,2,314,105028,3208,485,441,3.894
P01791,instagram,image,Thu,18,0,2,264,24390,1008,171,81,5.022
P01792,instagram,image,Mon,7,0,16,188,113695,3083,218,442,3.276
P01793,instagram,carousel,Tue,2,0,18,235,48158,1336,224,223,3.609
P01794,facebook,text,Sun,3,1,11,77,112648,2732,211,182,2.855
P01795,facebook,image,Thu,20,0,0,34,60906,2412,265,355,5.254
P01796,facebook,video,Fri,10,0,17,307,190950,3316,392,590,2.393
P01797,linkedin,image,Sun,12,1,12,383,64227,1682,144,125,3.167
P01798,facebook,video,Fri,23,0,10,345,174325,4781,361,879,3.598
P01799,instagram,video,Sat,1,1,18,125,35420,1230,188,135,4.177
P01800,instagram,video,Fri,4,0,8,146,17440,429,78,75,3.471
P01801,instagram,video,Thu,19,0,7,146,38148,1814,379,354,6.637
P01802,instagram,image,Fri,12,0,15,282,84164,2478,504,523,4.171
P01803,instagram,carousel,Wed,0,0,10,251,180343,4032,477,553,2.829
P01804,instagram,carousel,Sun,16,1,14,319,35661,1053,81,154,3.581
P01805,instagram,carousel,Tue,3,0,13,378,156886,572,38,57,0.48
P01806,facebook,image,Sun,18,1,16,159,139533,3797,549,420,3.813
P01807,facebook,video,Sun,19,1,6,266,69223,2606,469,466,4.98
P01808,twitter,video,Mon,19,0,1,202,67614,2511,256,300,4.938
P01809,linkedin,image,Fri,11,0,9,382,189554,5886,517,977,3.898
P01810,facebook,image,Sun,6,1,12,144,143069,4518,532,312,3.958
P01811,instagram,video,Fri,21,0,16,79,48165,1387,270,139,4.026
P01812,facebook,carousel,Wed,13,0,5,154,182415,6422,801,564,4.614
P01813,instagram,image,Sun,15,1,14,249,81660,2540,390,328,3.905
P01814,facebook,carousel,Thu,3,0,16,381,16399,120,16,9,0.988
P01815,instagram,video,Mon,14,0,16,332,162798,4826,554,535,3.895
P01816,facebook,carousel,Tue,13,0,16,12,173810,5320,632,998,3.864
P01817,instagram,video,Fri,7,0,19,206,88855,2249,375,383,3.328
P01818,facebook,video,Thu,18,0,13,67,140933,4713,839,843,4.746
P01819,linkedin,video,Tue,3,0,7,148,47307,1402,178,121,4.042
P01820,linkedin,text,Sat,17,1,8,377,170146,2650,249,281,1.908
P01821,facebook,video,Mon,23,0,14,393,74022,845,73,135,1.549
P01822,facebook,video,Tue,13,0,4,65,53827,2226,136,141,5.027
P01823,instagram,video,Thu,2,0,12,60,100393,2919,232,354,3.776
P01824,linkedin,carousel,Mon,13,0,11,280,53811,1878,162,348,4.527
P01825,facebook,image,Wed,12,0,13,167,124318,3571,521,255,3.522
P01826,instagram,video,Sun,13,1,8,175,149662,6626,1153,1230,5.844
P01827,instagram,video,Sun,6,1,14,349,81418,1365,229,129,2.278
P01828,twitter,text,Sun,15,1,1,368,156797,2400,410,231,2.139
P01829,facebook,video,Wed,6,0,14,360,86545,1434,268,125,2.069
P01830,facebook,video,Mon,13,0,16,314,194056,4827,916,897,3.228
P01831,facebook,text,Sat,14,1,17,392,53156,191,18,26,0.438
P01832,facebook,video,Wed,15,0,18,289,141094,4811,404,783,4.436
P01833,facebook,image,Sat,19,1,6,354,107301,2467,211,280,3.017
P01834,instagram,image,Mon,21,0,0,218,188734,5855,1097,1079,4.165
P01835,facebook,image,Fri,18,0,13,25,44281,1496,123,222,4.628
P01836,facebook,image,Fri,19,0,1,327,39751,1246,127,166,3.801
P01837,instagram,video,Sun,20,1,5,372,173571,6674,963,1170,5.383
P01838,linkedin,carousel,Mon,5,0,14,128,180269,4194,559,639,2.785
P01839,instagram,carousel,Wed,7,0,11,174,149599,4519,703,759,4.29
P01840,facebook,image,Sun,12,1,12,230,95239,3009,497,239,4.06
P01841,facebook,video,Wed,11,0,15,262,82350,2466,373,476,4.225
P01842,facebook,image,Fri,16,0,3,271,133481,2710,448,252,2.485
P01843,facebook,text,Tue,0,0,15,160,149571,3825,306,782,3.495
P01844,twitter,image,Sat,3,1,11,342,55557,798,138,90,1.83
P01845,facebook,video,Tue,17,0,8,326,1895,58,8,4,3.641
P01846,linkedin,image,Fri,19,0,9,377,15174,274,25,28,2.261
P01847,linkedin,video,Sun,7,1,10,232,69225,2694,548,398,5.356
P01848,instagram,video,Fri,7,0,11,35,136500,4569,803,497,4.084
P01849,instagram,carousel,Thu,13,0,6,338,88340,2825,496,490,4.173
P01850,facebook,image,Tue,11,0,4,36,123866,3028,609,510,3.482
P01851,instagram,text,Wed,4,0,3,81,94224,1563,178,144,2.146
P01852,instagram,video,Sat,12,1,6,117,50705,2416,214,305,5.798
P01853,instagram,carousel,Tue,19,0,5,78,149871,6039,539,1017,5.27
P01854,facebook,carousel,Fri,17,0,10,290,144828,4056,685,693,3.442
P01855,instagram,text,Thu,19,0,18,178,192580,4654,766,517,2.999
P01856,linkedin,image,Wed,15,0,2,91,165224,4825,930,894,3.8
P01857,facebook,image,Sat,21,1,6,6,76309,2454,442,176,4.296
P01858,linkedin,image,Wed,5,0,0,90,141096,2129,298,310,1.865
P01859,instagram,image,Wed,1,0,19,278,70444,257,22,44,0.482
P01860,facebook,video,Thu,2,0,14,318,174629,1811,166,231,1.429
P01861,instagram,text,Sat,23,1,4,121,122297,2870,374,196,3.137
P01862,facebook,text,Sun,15,1,8,33,167009,3995,609,570,2.877
P01863,instagram,video,Fri,5,0,14,225,56610,1574,143,179,3.746
P01864,twitter,video,Fri,20,0,19,314,3476,98,19,9,3.841
P01865,instagram,text,Sat,7,1,11,32,28699,779,128,71,3.769
P01866,facebook,text,Tue,14,0,5,319,106507,2021,232,362,2.679
P01867,instagram,image,Tue,5,0,13,72,192327,4565,747,371,2.804
P01868,facebook,video,Thu,2,0,13,106,125594,3115,438,393,3.178
P01869,facebook,carousel,Fri,6,0,12,251,162001,3415,520,620,2.605
P01870,instagram,image,Fri,5,0,0,25,94114,2511,272,387,3.269
P01871,instagram,video,Tue,13,0,14,125,191720,6185,734,860,4.285
P01872,instagram,text,Sat,0,1,0,59,188221,3503,219,439,2.27
P01873,instagram,text,Wed,5,0,18,89,43957,374,46,30,1.009
P01874,twitter,text,Sun,13,1,17,310,172502,1278,199,149,0.913
P01875,facebook,carousel,Sat,9,1,11,95,4052,193,35,15,5.906
P01876,instagram,image,Sun,15,1,12,22,118722,3174,578,242,3.495
P01877,twitter,image,Fri,15,0,1,89,87733,1822,129,134,2.513
P01878,instagram,video,Thu,23,0,17,39,60612,2015,418,313,4.661
P01879,facebook,video,Tue,20,0,5,251,186754,8041,643,686,5.299
P01880,linkedin,video,Wed,5,0,5,389,132633,1627,117,140,1.626
P01881,twitter,video,Sun,16,1,14,71,28095,1279,204,223,5.801
P01882,linkedin,video,Wed,15,0,18,292,28282,692,117,52,2.934
P01883,facebook,carousel,Mon,14,0,9,148,23878,946,173,144,5.009
P01884,twitter,image,Tue,19,0,10,33,61155,1579,297,206,3.669
P01885,instagram,image,Fri,3,0,10,276,14256,168,15,22,1.462
P01886,twitter,image,Fri,9,0,5,87,53206,1841,143,115,4.123
P01887,linkedin,image,Sun,19,1,11,207,153121,4523,318,284,3.71
P01888,twitter,text,Sun,21,1,19,205,174800,2727,356,433,1.881
P01889,instagram,video,Thu,0,0,7,240,157292,4759,570,564,3.673
P01890,instagram,image,Thu,11,0,15,58,99462,3285,241,226,3.983
P01891,facebook,carousel,Sat,6,1,15,104,139227,3775,485,424,3.608
P01892,facebook,video,Mon,4,0,17,296,188814,3255,451,425,2.236
P01893,facebook,image,Fri,1,0,14,373,11131,112,16,9,1.212
P01894,twitter,image,Thu,12,0,18,9,180960,3704,405,463,2.447
P01895,facebook,image,Sat,16,1,14,168,144796,3094,351,441,2.959
P01896,instagram,carousel,Sat,12,1,19,353,77585,1353,217,205,2.398
P01897,facebook,image,Fri,8,0,14,118,90001,1820,287,317,2.689
P01898,instagram,image,Fri,18,0,16,181,87989,2753,260,308,3.836
P01899,instagram,image,Fri,15,0,17,362,31999,354,22,59,1.33
P01900,instagram,video,Fri,21,0,19,387,46448,1304,240,162,3.568
P01901,linkedin,image,Tue,8,0,11,263,59377,1144,200,153,2.687
P01902,linkedin,carousel,Tue,5,0,14,279,1659,29,3,4,2.322
P01903,facebook,image,Sat,10,1,19,247,100478,1874,241,253,2.251
P01904,instagram,video,Fri,12,0,7,117,95568,3633,529,247,5.054
P01905,facebook,video,Tue,10,0,2,355,66265,1902,166,394,4.013
P01906,linkedin,video,Sun,19,1,17,18,35697,1267,118,245,4.761
P01907,linkedin,image,Sun,1,1,12,28,193964,3911,694,372,2.456
P01908,facebook,carousel,Fri,12,0,8,242,135860,3570,465,488,3.395
P01909,linkedin,text,Tue,10,0,14,335,95210,1524,145,267,2.205
P01910,facebook,image,Sun,5,1,0,326,144672,1909,332,363,1.767
